dataverse,article,date,year,journal
THE_REVIEW,From Thin to Thick Representation: How a Female President Shapes Female Parliamentary Behavior,24/02/2021,2021,apsr
THE_REVIEW,"Why Parties Displace Their Voters: Gentrification, Coalitional Change and the Demise of Public Housing",24/02/2021,2021,apsr
THE_REVIEW,"Deliberation, Single-Peakedness and Coherent Aggregation",24/02/2021,2021,apsr
THE_REVIEW,"""Control Without Confirmation: The Politics of Vacancies in Presidential Appointments""",15/02/2021,2021,apsr
THE_REVIEW,"""Triggering Ideological Thinking: How Elections Foster Coherence of Welfare State Attitudes""",15/02/2021,2021,apsr
THE_REVIEW,“When are legislators responsive to ethnic minorities? Testing the role of electoral incentives and candidate selection for mitigating ethnocentric responsiveness”,01/02/2021,2021,apsr
THE_REVIEW,Pride amid Prejudice: The Impact of LGBT+ Rights Activism in a Socially Conservative Society,26/01/2021,2021,apsr
THE_REVIEW,Sustained government engagement improves subsequent pandemic risk reporting in conflict zones,26/01/2021,2021,apsr
THE_REVIEW,"""When Unfamiliarity Breeds Contempt: How Partisan Selective Exposure Sustains Oppositional Media Hostility.""",26/01/2021,2021,apsr
THE_REVIEW,"Constitutional Origins and Liberal Democracy: A Global Analysis, 1900-2015",26/01/2021,2021,apsr
THE_REVIEW,Four Costly Signaling Mechanisms,26/01/2021,2021,apsr
THE_REVIEW,Do Commodity Price Shocks Cause Armed Conflict? A Meta-Analysis of Natural Experiments,26/01/2021,2021,apsr
THE_REVIEW,How Do Campaign Spending Limits Affect Elections? Evidence from United Kingdom 1885-2019,21/12/2020,2020,apsr
THE_REVIEW,Family Matters: How Immigrant Histories Can Promote Inclusion,21/12/2020,2020,apsr
THE_REVIEW,"Slavery, Reconstruction, and Bureaucratic Capacity in the American South",15/12/2020,2020,apsr
THE_REVIEW,APSA Principles and Guidance for Human Subjects Research,07/12/2020,2020,apsr
THE_REVIEW,"Replication Data for ""When the Money Stops: Fluctuations in Financial Remittances and Incumbent Approval in Central Eastern Europe, the Caucasus and Central Asia""",04/12/2020,2020,apsr
THE_REVIEW,"Socialist Threat? Radical Party Entry, Electoral Alliances, and the Introduction of Proportional Representation",18/11/2020,2020,apsr
THE_REVIEW,"Local News, Information, and the Nationalization of U.S. Elections",05/11/2020,2020,apsr
THE_REVIEW,"Does Political Affirmative Action Work, and for Whom? Theory and Evidence on India's Scheduled Areas",27/10/2020,2020,apsr
THE_REVIEW,Democracy and Depression: A Cross-National Study of Depressive Symptoms and Non-Participation,19/10/2020,2020,apsr
THE_REVIEW,Measuring the Significance of Policy Outputs with Positive Unlabeled Learning,19/10/2020,2020,apsr
THE_REVIEW,Reconciling the Theoretical and Empirical Study of International Norms: A New Approach to Measurement,19/10/2020,2020,apsr
THE_REVIEW,Women's Descriptive Representation and Gendered Import Tax Discrimination,19/10/2020,2020,apsr
THE_REVIEW,"To Emerge? Breadwinning, Motherhood, and Women's Decisions to Run for Office",14/10/2020,2020,apsr
THE_REVIEW,Fundraising for Stigmatized Groups: A Text Message Donation Experiment,23/09/2020,2020,apsr
THE_REVIEW,Citizens as Complicits: Distrust in Politicians and Biased Social Dissemination of Political Information,17/09/2020,2020,apsr
THE_REVIEW,Seniority-based Nominations and Political Careers,14/09/2020,2020,apsr
THE_REVIEW,"Replication Data for ""Attributing Policy Influence under Coalition Governance""",14/09/2020,2020,apsr
THE_REVIEW,Fake It Til You Make It: A Natural Experiment to Identify European Politicians' Benefit from Twitter Bots,11/09/2020,2020,apsr
THE_REVIEW,The Non-Democratic Roots of Mass Education: Evidence from 200 Years,11/09/2020,2020,apsr
THE_REVIEW,"Replication Data for ""UN Peacekeeping and the Rule of Law""",10/09/2020,2020,apsr
THE_REVIEW,"""Hot politics? Affective responses to political rhetoric""",10/09/2020,2020,apsr
THE_REVIEW,Electoral Accountability and Particularistic Legislation: Evidence from an Electoral Reform in Mexico,01/09/2020,2020,apsr
THE_REVIEW,Political Advertising Online and Offline,21/08/2020,2020,apsr
THE_REVIEW,"Gender, Law Enforcement, and Access to Justice: Evidence from All-Women Police Stations in India",11/08/2020,2020,apsr
THE_REVIEW,How Much is One American Worth? How Competition Affects Trade Preferences,11/08/2020,2020,apsr
THE_REVIEW,Does Property Ownership Lead to Participation in Local Politics? Evidence from Property Records and Meeting Minutes,06/08/2020,2020,apsr
THE_REVIEW,The Political Economy of Bureaucratic Overload: Evidence from Rural Development Officials in India,06/08/2020,2020,apsr
THE_REVIEW,Who governs? A new global dataset on members of cabinets,05/08/2020,2020,apsr
THE_REVIEW,Mobilize for Our Lives? School Shootings and Democratic Accountability in U.S. Elections,04/08/2020,2020,apsr
THE_REVIEW,When to Worry About Sensitivity Bias: A Social Reference Theory and Evidence from 30 Years of List Experiments,03/08/2020,2020,apsr
THE_REVIEW,"Institutionalized Police Brutality: Torture, the Militarization of Security and the Reform of Inquisitorial Criminal Justice in Mexico",03/08/2020,2020,apsr
THE_REVIEW,Party Competition and Coalitional Stability: Evidence from American Local Government,03/08/2020,2020,apsr
THE_REVIEW,Which Identity Frames Boost Support for and Mobilization in the #BlackLivesMatter Movement? An Experimental Test,31/07/2020,2020,apsr
THE_REVIEW,"""Buying Power: Electoral Strategy before the Secret Vote""",24/07/2020,2020,apsr
THE_REVIEW,"Replication Code for: ""The Quality of Vote Tallies: Causes and Consequences""",24/07/2020,2020,apsr
THE_REVIEW,Women's Representation and the Gendered Pipeline to Power,20/07/2020,2020,apsr
THE_REVIEW,"Hix, Simon; Benedetto, Giacomo; Mastrorocco, Nicola, 2020, ""Giacomo Benedetto, Simon Hix and Nicola Mastrorocco (2020) The Rise and Fall of Social Democracy, 1918-2017""",20/07/2020,2020,apsr
THE_REVIEW,"Replication Package for ""Learning about Growth and Democracy""",16/07/2020,2020,apsr
THE_REVIEW,A Framework for Measuring Leaders' Willingness to Use Force,16/07/2020,2020,apsr
THE_REVIEW,Replication Data for Carving Out: Isolating the True Effect of Self Interest on Policy Attitudes,16/07/2020,2020,apsr
THE_REVIEW,Polarized Pluralism: Organizational Preferences and Biases in the American Pressure System,16/07/2020,2020,apsr
THE_REVIEW,Wildfire exposure increases pro-environment voting within Democratic but not Republican areas,16/07/2020,2020,apsr
THE_REVIEW,"Replication Data for ""What You See Is Not Always What You Get: Bargaining Before an Audience Under Multiparty Government""",15/07/2020,2020,apsr
THE_REVIEW,News and Geolocated Social Media Accurately Measure Protest Size Variation,30/06/2020,2020,apsr
THE_REVIEW,Replication Data for #No2Sectarianism: Experimental Approaches to Reducing Sectarian Hate Speech Online,30/06/2020,2020,apsr
THE_REVIEW,Democracy by mistake: How the errors of autocrats trigger transitions to freer government,30/06/2020,2020,apsr
THE_REVIEW,Censorship as Reward: Evidence from Pop Culture Censorship in Chile,30/06/2020,2020,apsr
THE_REVIEW,"""Human Rights are (Increasingly) Plural: Learning the Changing Taxonomy of Human Rights from Large-scale Text Reveals Information Effects""",18/06/2020,2020,apsr
THE_REVIEW,"One Person, One Vote: Estimating the Prevalence of Double Voting in U.S. Presidential Elections",22/05/2020,2020,apsr
THE_REVIEW,"Replication Data for ""Roll Call Vote Selection: Implications for the Study of Legislative Politics”.",22/05/2020,2020,apsr
THE_REVIEW,How Parties React to Voter Transitions,22/05/2020,2020,apsr
THE_REVIEW,"""Public Opinion and Foreign Electoral Intervention""",22/05/2020,2020,apsr
THE_REVIEW,"Constraining Governments: New Indices of Vertical, Horizontal and Diagonal Accountability",22/05/2020,2020,apsr
THE_REVIEW,"Lehmann and Masterson ""Does Aid Reduce Anti-Refugee Violence? Evidence from Syrian Refugees in Lebanon"" (APSR 2020)",12/05/2020,2020,apsr
THE_REVIEW,Relational State Building in Areas of Limited Statehood: Experimental Evidence on the Attitudes of the Police,24/04/2020,2020,apsr
THE_REVIEW,Accountability for the Local Economy at All Levels of Government in United States Elections,05/04/2020,2020,apsr
THE_REVIEW,"The Electoral System, the Party System and Accountability in Parliamentary Government",17/02/2020,2020,apsr
THE_REVIEW,"Agenda Seeding: How 1960s Black Protests Moved Elites, Public Opinion and Voting",13/02/2020,2020,apsr
THE_REVIEW,Corruption information and vote share: A meta-analysis and lessons for experimental design,12/02/2020,2020,apsr
THE_REVIEW,Political Secularism and Muslim Integration in the West: Assessing the Effects of the French Headscarf Ban,11/02/2020,2020,apsr
THE_REVIEW,The Partisan Logic of City Mobilization: Evidence From State Lobbying Disclosures,11/02/2020,2020,apsr
THE_REVIEW,'Negativity Biases and Political Ideology: A Comparative Test Across 17 Countries',05/02/2020,2020,apsr
THE_REVIEW,How Partisan Is Local Law Enforcement? Evidence from Sheriff Cooperation with Immigration Authorities,03/02/2020,2020,apsr
THE_REVIEW,Reducing exclusionary attitudes through interpersonal conversation: evidence from three field experiments,03/02/2020,2020,apsr
THE_REVIEW,Does Public Support for Judicial Power Depend on Who is in Political Power? Testing a Theory of Partisan Alignment in Africa,03/02/2020,2020,apsr
THE_REVIEW,The Geography of Inequality: How Land Use Regulation Produces Segregation,03/02/2020,2020,apsr
THE_REVIEW,Outside the Wire: US military Deployments and Host-Country Public Opinion,03/02/2020,2020,apsr
THE_REVIEW,"Replication Files for ""Killing in the Slums: Social Order, Criminal Governance, and Police Violence in Rio de Janeiro""",03/02/2020,2020,apsr
THE_REVIEW,The Desire for Social Status and Economic Conservatism Among Affluent Americans,29/01/2020,2020,apsr
THE_REVIEW,Legacies of the Third Reich: Concentration Camps and Outgroup Intolerance,27/01/2020,2020,apsr
THE_REVIEW,Measuring the Influence of Political Actors on the Federal Budget,27/01/2020,2020,apsr
THE_REVIEW,From Islamists to Muslim Democrats: The Case of Tunisia's Ennahda,20/01/2020,2020,apsr
THE_REVIEW,Origins of Early Democracy,16/01/2020,2020,apsr
THE_REVIEW,How Saudi Crackdowns Fail to Silence Online Dissent,03/01/2020,2020,apsr
THE_REVIEW,Administrative Records Mask Racially Biased Policing,21/12/2019,2019,apsr
THE_REVIEW,'When the Whole is Greater Than the Sum of its Parts: On the Concept and Measurement of Populist Attitudes and Other Multi-dimensional Constructs',08/12/2019,2019,apsr
THE_REVIEW,Replication Data for Social Network Structures and the Politics of Public Goods Provision,22/11/2019,2019,apsr
THE_REVIEW,Can Economic Assistance Shape Combatant Support in Wartime? Experimental Evidence from Afghanistan,19/11/2019,2019,apsr
THE_REVIEW,"""Understanding delegation through machine learning: A method and application to the European Union.""",12/11/2019,2019,apsr
THE_REVIEW,Noisy Retrospection: The Effect of Party Control on Policy Outcomes,05/11/2019,2019,apsr
THE_REVIEW,Spatial Voting Meets Spatial Policy Positions: An Experimental Appraisal,31/10/2019,2019,apsr
THE_REVIEW,Race and Representation in Campaign Finance,31/10/2019,2019,apsr
THE_REVIEW,How Empathic Concern Fuels Partisan Polarization,31/10/2019,2019,apsr
THE_REVIEW,The Ties that Double Bind: Social Roles and Women's Underrepresentation in Politics,10/10/2019,2019,apsr
THE_REVIEW,"Replication Data for ""Collective Action and Representation in Autocracies: Evidence from Russia's Great Reforms""",10/10/2019,2019,apsr
THE_REVIEW,Who Leads? Who Follows? Measuring Issue Attention and Agenda Setting by Legislators and the Mass Public Using Social Media Data,10/10/2019,2019,apsr
THE_REVIEW,In the Mood for Democracy? Democratic Support as Thermostatic Opinion,10/10/2019,2019,apsr
THE_REVIEW,Pitch Perfect: Vocal Pitch and the Emotional Intensity of Congressional Speech on Women,29/08/2019,2019,apsr
THE_REVIEW,"""Concentrated Burdens: How Self-Interest and Partisanship Shape Opinion on Opioid Treatment Policy""",27/08/2019,2019,apsr
THE_REVIEW,Theoretical Foundations and Empirical Evaluations of Partisan Fairness in District-Based Democracies,26/08/2019,2019,apsr
THE_REVIEW,Do Fairer Elections Increase the Responsiveness of Politicians?,02/08/2019,2019,apsr
THE_REVIEW,"Replication data for: How the Chinese Government Fabricates Social Media Posts for Strategic Distraction, not Engaged Argument",20/07/2019,2019,apsr
THE_REVIEW,Persuading the Enemy: Estimating the Persuasive Effects of Partisan Media with the Preference-Incorporating Choice and Assignment Design,16/07/2019,2019,apsr
THE_REVIEW,"Replication Data for ""Partisan Poll Watchers and Electoral Manipulation""",25/06/2019,2019,apsr
THE_REVIEW,The Fingerprints of Fraud: Evidence from Mexico's 1988 Election,25/06/2019,2019,apsr
THE_REVIEW,Establishing the Rule of Law in Weak and War-torn States: Evidence from a Field Experiment with the Liberian National Police,25/06/2019,2019,apsr
THE_REVIEW,Electoral Reform and Trade-Offs in Representation,25/06/2019,2019,apsr
THE_REVIEW,"Wealth, Slave Ownership, and Fighting for the Confederacy",25/06/2019,2019,apsr
THE_REVIEW,Replication Data for Safeguarding Democracy: Powersharing and Democratic Survival,25/06/2019,2019,apsr
THE_REVIEW,"Information Provision, Voter Coordination, and Electoral Accountability: Evidence from Mexican Social Networks",25/06/2019,2019,apsr
THE_REVIEW,Does Public Opinion Constrain Presidential Unilateralism?,18/06/2019,2019,apsr
THE_REVIEW,Can Violent Protest Change Local Policy Support? Evidence from the Aftermath of the 1992 Los Angeles Riot,18/06/2019,2019,apsr
THE_REVIEW,Declaring and Diagnosing Research Designs,31/05/2019,2019,apsr
THE_REVIEW,Replication for: Deliberative Democracy in an Unequal World: A Text-As-Data Study of South India’s Village Assemblies,14/05/2019,2019,apsr
THE_REVIEW,"Policy Ideology in European Mass Publics, 1981–2016",18/04/2019,2019,apsr
THE_REVIEW,Is Position-Taking Contagious? Evidence of Cue-Taking from Two Field Experiments in a State Legislature,06/03/2019,2019,apsr
THE_REVIEW,Elite Defection under Autocracy: Evidence from Russia,06/03/2019,2019,apsr
THE_REVIEW,Mass Repression and Political Loyalty: Evidence from Stalin's `Terror by Hunger',06/03/2019,2019,apsr
THE_REVIEW,How Do Immigrants Respond to Discrimination? The Case of Germans in the US during World War I,04/03/2019,2019,apsr
THE_REVIEW,Through the Grapevine: Informational Consequences of Interpersonal Political Communication,28/02/2019,2019,apsr
THE_REVIEW,"Diversity, Institutions, and Economic Outcomes: Post-WWII Displacement in Poland",28/02/2019,2019,apsr
THE_REVIEW,When Do Citizens Respond Politically to the Local Economy? Evidence from Registry Data on Local Housing Markets,28/02/2019,2019,apsr
THE_REVIEW,"""Misdemeanor Disenfranchisement? The demobilizing effects of brief jail spells on potential voters""",28/02/2019,2019,apsr
THE_REVIEW,Legitimacy in Criminal Governance: Managing a Drug Empire from Behind Bars,27/02/2019,2019,apsr
THE_REVIEW,Democratization and the Conditional Dynamics of Income Distribution,27/02/2019,2019,apsr
THE_REVIEW,"""'Judge Lynch' in the Court of Public Opinion: Publicity and the De-legitimation of Lynching""",27/02/2019,2019,apsr
THE_REVIEW,Does Party Trump Ideology? Disentangling Party and Ideology in America,06/02/2019,2019,apsr
THE_REVIEW,"Office-Selling, Corruption, and Long-Term Development in Peru",08/01/2019,2019,apsr
THE_REVIEW,(Under What Conditions) Do Politicians Reward Their Supporters? Evidence From Kenya’s Constituencies Development Fund,04/01/2019,2019,apsr
THE_REVIEW,"Participation, Government Legitimacy, and Regulatory Compliance in Emerging Economies: A Firm-Level Field Experiment in Vietnam",04/01/2019,2019,apsr
THE_REVIEW,Family Matters? Voting Behavior in Households with Criminal Justice Contact,04/01/2019,2019,apsr
THE_REVIEW,Using a Probabilistic Model to Assist Merging of Large-scale Administrative Records,04/01/2019,2019,apsr
THE_REVIEW,The Countervailing Effects of Competition on Public Goods Provision: When Bargaining Inefficiencies Lead to Bad Outcomes,04/01/2019,2019,apsr
THE_REVIEW,Effects of Divisive Political Campaigns on the Day-to-Day Segregation of Arab and Muslim Americans,04/01/2019,2019,apsr
THE_REVIEW,“An Asymmetrical ‘President-In-Power’ Effect”,29/12/2018,2018,apsr
THE_REVIEW,Demand Effects in Survey Experiments: An Empirical Assessment,13/12/2018,2018,apsr
THE_REVIEW,Elections Activate Partisanship Across Countries,04/12/2018,2018,apsr
THE_REVIEW,Public Attitudes toward Young Immigrant Men,04/12/2018,2018,apsr
THE_REVIEW,"""Does Private Regulation Preempt Public Regulation?""",04/12/2018,2018,apsr
THE_REVIEW,"Replication Data for ""The Credibility of Public and Private Signals: A Document-Based Approach""",04/12/2018,2018,apsr
THE_REVIEW,From Isolation to Radicalization: Anti-Muslim Hostility and Support for ISIS in the West,04/12/2018,2018,apsr
THE_REVIEW,Candidate Entry and Political Polarization: An Experimental Study,04/12/2018,2018,apsr
THE_REVIEW,"Policy Preferences and Policy Change: Dynamic Responsiveness in the American States, 1936–2014",04/12/2018,2018,apsr
THE_REVIEW,"""The Endurance of Politicians' Values Over Four Decades: A Panel Study""",04/12/2018,2018,apsr
THE_REVIEW,"""The Informational Theory of Legislative Committees: An Experimental Analysis"", Marco Battaglini; Ernest K. Lai; Wooyoung Lim; Joseph Tao-yi Wang",04/12/2018,2018,apsr
THE_REVIEW,The psychology of state repression: Fear and dissent decisions in Zimbabwe,04/12/2018,2018,apsr
THE_REVIEW,"""Education and Anti-Immigration Attitudes: Evidence from Compulsory Schooling Reforms across Western Europe""",04/12/2018,2018,apsr
THE_REVIEW,"""Legislative Staff and Representation in Congress""",09/11/2018,2018,apsr
THE_REVIEW,Legislative Review and Party Differentiation in Coalition Governments,09/11/2018,2018,apsr
THE_REVIEW,On the Limits on Officials’ Ability to Change Citizens’ Priorities: A Field Experiment in Local Politics*,24/09/2018,2018,apsr
THE_REVIEW,Quantifying Political Relationships,24/09/2018,2018,apsr
THE_REVIEW,Primaries and Candidate Polarization: Behavioral Theory and Experimental Evidence,24/09/2018,2018,apsr
THE_REVIEW,Political Competition in Legislative Elections,24/09/2018,2018,apsr
THE_REVIEW,"Replication Data for ""When Do the Advantaged See the Disadvantages of Others? A Quasi-Experimental Study of National Service""",24/09/2018,2018,apsr
THE_REVIEW,Cabinet Durability and Fiscal Discipline,24/09/2018,2018,apsr
THE_REVIEW,"""Who Polices the Administrative State?""",20/09/2018,2018,apsr
THE_REVIEW,"""Technological Change and Political Turnover: The Democratizing Effects of the Green Revolution in India""",10/08/2018,2018,apsr
THE_REVIEW,How Internal Constraints Shape Interest Group Activities: Evidence from Access-seeking PACs,10/08/2018,2018,apsr
THE_REVIEW,Exclusion and Cooperation in Diverse Societies: Experimental Evidence from Israel,10/08/2018,2018,apsr
THE_REVIEW,How Clients Select Brokers,10/08/2018,2018,apsr
THE_REVIEW,How to Make Causal Inferences with Time-Series Cross-Sectional Data under Selection on Observables,10/08/2018,2018,apsr
THE_REVIEW,Endogenous taxation in ongoing internal conflict: The case of Colombia,10/08/2018,2018,apsr
THE_REVIEW,"Examining a Most Likely Case for Strong Campaign Effects: Hitler’s Speeches and the Rise of the Nazi Party, 1927–1933",10/08/2018,2018,apsr
THE_REVIEW,Media Bias against Foreign Firms as a Veiled Trade Barrier: Evidence from Chinese Newspapers,04/07/2018,2018,apsr
THE_REVIEW,Ethnoracial Homogeneity and Public Outcomes: The (Non)effects of Diversity,26/06/2018,2018,apsr
THE_REVIEW,Are Human Rights Practices Improving?,26/06/2018,2018,apsr
THE_REVIEW,Independent Candidates and Political Representation in India,14/05/2018,2018,apsr
THE_REVIEW,"What Makes a Good Neighbor? Race, Place, and Norms of Political Participation",30/04/2018,2018,apsr
THE_REVIEW,The Birth of Pork: Local Appropriations in America's First Century,20/04/2018,2018,apsr
THE_REVIEW,How Sudden Censorship Can Increase Access to Information,10/04/2018,2018,apsr
THE_REVIEW,Can Social Contact Reduce Prejudice and Discrimination? Evidence from a Field Experiment in Nigeria,05/04/2018,2018,apsr
THE_REVIEW,Elite Competition and State Capacity Development: Theory and Evidence from Post-Revolutionary Mexico,27/03/2018,2018,apsr
THE_REVIEW,"""The Index of Emancipative Values: Measurement Model Misspecifications""",27/03/2018,2018,apsr
THE_REVIEW,Social and Institutional Origins of Political Islam,27/03/2018,2018,apsr
THE_REVIEW,Candidate Sexual Orientation didn't Matter (in the Way You Might Think) in the 2015 UK General Election,27/03/2018,2018,apsr
THE_REVIEW,Bias in Perceptions of Public Opinion Among American Political Elites,22/03/2018,2018,apsr
THE_REVIEW,The Politics of International Oversight: Strategic Monitoring and Legal Compliance in the European Union,16/03/2018,2018,apsr
THE_REVIEW,Global Competition and Brexit,15/03/2018,2018,apsr
THE_REVIEW,Who Punishes Extremist Nominees?,12/03/2018,2018,apsr
THE_REVIEW,"When Do Renters Behave Like Homeowners? High Rent, Price Anxiety, and NIMBYism",12/03/2018,2018,apsr
THE_REVIEW,Trickle-up Political Socialization: the Causal Effect on Turnout of Parenting a Newly Enfranchised Voter,01/03/2018,2018,apsr
THE_REVIEW,Political Dynasties and the Incumbency Advantage in Party-Centered Environments,20/02/2018,2018,apsr
THE_REVIEW,"Information Dissemination, Competitive Pressure, and Politician Performance between Elections: A Field Experiment in Uganda",02/02/2018,2018,apsr
THE_REVIEW,Agency Problems in Political Campaigns: Media Buying and Consulting,18/01/2018,2018,apsr
THE_REVIEW,Non-Representative Representatives: An Experimental Study of the Decision Making of Elected Politicians,18/01/2018,2018,apsr
THE_REVIEW,Businesspeople in Elected Office: Identifying Private Benefits from Firm-Level Returns,08/01/2018,2018,apsr
THE_REVIEW,Replication Data for Reading Between the Lines: Prediction of Political Violence Using Newspaper Text,06/01/2018,2018,apsr
THE_REVIEW,"Ideology, Grandstanding, and Strategic Party Disloyalty in British Parliament",13/12/2017,2017,apsr
THE_REVIEW,Reevaluating the Middle Class Protest Paradigm: A Case-Control Study of Democratic Protest Coalitions in Russia,13/12/2017,2017,apsr
THE_REVIEW,Seeing the world through the other’s eye: An online intervention reducing ethnic prejudice,13/12/2017,2017,apsr
THE_REVIEW,Secular Party Rule and Religious Violence in Pakistan,13/12/2017,2017,apsr
THE_REVIEW,Replication data for: Campaign Communications in U.S. Congressional Elections.,31/10/2017,2017,apsr
THE_REVIEW,Voter Registration Costs and Disenfranchisement: Experimental Evidence from France,23/10/2017,2017,apsr
THE_REVIEW,"Digging into the Pocketbook: Evidence on Economic Voting from Income Registry Data Matched to a Voter Survey by Andrew Healy, Mikael Persson and Erik Snowberg",09/10/2017,2017,apsr
THE_REVIEW,"A pairwise comparison framework for fast, flexible, and reliable human coding of political texts",09/10/2017,2017,apsr
THE_REVIEW,"Replication data for: The Political Economy of Unfinished Development Projects: Corruption, Clientelism, or Collective Choice?",09/10/2017,2017,apsr
THE_REVIEW,The Minimal Persuasive Effects of Campaign Contact in General Elections: Evidence from 49 Field Experiments,04/10/2017,2017,apsr
THE_REVIEW,Positioning under Alternative Electoral Systems,04/10/2017,2017,apsr
THE_REVIEW,"Ideology, Grandstanding, and Strategic Party Disloyalty in British Parliament",19/09/2017,2017,apsr
THE_REVIEW,Policy Uptake as Political Behavior: Evidence from the Affordable Care Act,01/09/2017,2017,apsr
THE_REVIEW,Voter Turnout in New and Established Democracies 1939-2015,31/08/2017,2017,apsr
THE_REVIEW,The Death Camp Eldorado: Political and Economic Effects of Mass Violence,15/08/2017,2017,apsr
THE_REVIEW,Days of Action or Restraint? How the Islamic Calendar Impacts Violence,15/08/2017,2017,apsr
THE_REVIEW,Replication Data for Public Employees as Politicians: Evidence from Close Elections,15/08/2017,2017,apsr
THE_REVIEW,Demand for Law and the Security of Property Rights: The Case of Post-Soviet Russia,26/07/2017,2017,apsr
THE_REVIEW,"Replication Data for Economic Development, Mobility and Political Discontent: An Experimental Test of Tocqueville's Thesis in Pakistan",28/06/2017,2017,apsr
THE_REVIEW,Electoral Accountability for State Legislative Roll-Calls and Ideological Representation,28/06/2017,2017,apsr
THE_REVIEW,The Political Violence Cycle,21/06/2017,2017,apsr
THE_REVIEW,Testing Social Science Network Theories with Online Network Data: An Evaluation of External Validity,21/06/2017,2017,apsr
THE_REVIEW,Replication Data for Democracy at Work: Moving Beyond Elections to Improve Wellbeing,21/06/2017,2017,apsr
THE_REVIEW,Process or Candidate: The International Community and the Demand for Electoral Integrity,31/03/2017,2017,apsr
THE_REVIEW,"It's Not Just What You Have, but Who You Know: Networks, Social Proximity to Elites, and Voting in State and Local Elections",27/03/2017,2017,apsr
THE_REVIEW,Spontaneous Collective Action: Peripheral Mobilization During the Arab Spring,27/03/2017,2017,apsr
THE_REVIEW,“Party Activists as Campaign Advertisers: The Ground Campaign as a Principal-Agent Problem,23/03/2017,2017,apsr
THE_REVIEW,Replication data for: The Adverse Effects of Sunshine: A Field Experiment on Legislative Transparency in an Authoritarian Assembly,01/12/2016,2016,apsr
THE_REVIEW,"Money, Reputation, and Incumbency in U.S. House Elections, or Why Marginals Have Become More Expensive",25/11/2016,2016,apsr
THE_REVIEW,"""Technology and Collective Action: The Effect of Cell Phone Coverage on Political Violence in Africa""",13/09/2016,2016,apsr
THE_REVIEW,Fast Estimation of Ideal Points with Massive Data,01/06/2016,2016,apsr
THE_REVIEW,Elite Influence on Public Opinion in an Informed Electorate,30/04/2016,2016,apsr
THE_REVIEW,Does Paying Politicians More Promote Economic Diversity in Legislatures?,08/03/2016,2016,apsr
THE_REVIEW,"Laura Paler. 2013. ""Keeping the Public Purse: An Experiment in Windfalls, Taxes, and the Incentives to Restrain Government."" American Political Science Review 107(4): 706-725.",02/03/2016,2016,apsr
THE_REVIEW,Presidential Particularism and Divide-the-Dollar Politics,01/03/2016,2016,apsr
THE_REVIEW,"Charles Cameron and Jonathan P. Kastellec. ""Are Supreme Court Nominations a Move-the-Median Game?""",28/01/2016,2016,apsr
THE_REVIEW,"Brown Earle Gehlbach ""Helping Hand or Grabbing Hand? State Bureaucracy and Privatization Effectiveness""",22/11/2015,2015,apsr
THE_REVIEW,"Demography and Democracy: A Global, District-level Analysis of Electoral Contestation",20/08/2015,2015,apsr
THE_REVIEW,Replication data for: The Question(s) of Political Knowledge,04/08/2015,2015,apsr
THE_REVIEW,"Toft, Monica Duffy, and Yuri M. Zhukov. ""Islamists and Nationalists: Rebel Motivation and Counterinsurgency in Russia's North Caucasus."" American Political Science Review 109.02 (2015): 222-238.",25/06/2015,2015,apsr
THE_REVIEW,The Impact of Recentralization on Public Services: A Difference-in-Differences Analysis of the Abolition of Elected Councils in Vietnam,30/05/2015,2015,apsr
THE_REVIEW,"""The impartiality of international judges: Evidence from the European Court of Human Rights."" American Political Science Review 102.04 (2008): 417-433",29/05/2015,2015,apsr
THE_REVIEW,Representation in Municipal Government,26/05/2015,2015,apsr
THE_REVIEW,Replication data for: What Do I Need to Vote? Bureaucratic Discretion and Discrimination by Local Election Officials,11/12/2014,2014,apsr
THE_REVIEW,Is There a Culture War? Conflicting Value Structures in American Public Opinion,06/12/2014,2014,apsr
THE_REVIEW,"Replication data for: “When Canvassers Became Activists: Antislavery Petitioning and the Political Mobilization of American Women,” American Political Science Review, 108(3) (August 2014), 479-498.",18/09/2014,2014,apsr
THE_REVIEW,Replication data for: Enhancing Democracy Through Legislative Redistricting,02/09/2014,2014,apsr
THE_REVIEW,"Replication data for: ""I wld like u WMP to extend electricity 2 our village:"" On Information Technology and Interest Articulation",25/08/2014,2014,apsr
THE_REVIEW,"Replication data for: On Party Platforms, Mandates, and Government Spending",20/08/2014,2014,apsr
THE_REVIEW,"Elections to the United States House of Representatives, 1898-1992",20/08/2014,2014,apsr
THE_REVIEW,Replication data for: A Statistical Model of Multiparty Electoral Data,20/08/2014,2014,apsr
THE_REVIEW,Replication data for: Improving Quantitative Studies of International Conflict: A Conjecture,20/08/2014,2014,apsr
THE_REVIEW,Replication data for: Administrative Unit Prolifiration,03/08/2014,2014,apsr
THE_REVIEW,Replication data for: Explaining Support for Combatants during Wartime: A Survey Experiment in Afghanistan,01/01/2014,2014,apsr
THE_REVIEW,Replication data for: Network Dynamics and the Evolution of International Cooperation,22/12/2013,2013,apsr
THE_REVIEW,Replication data for: Perils or Promise of Ethnic Integration: Evidence from a Hard Case in Burundi,15/11/2013,2013,apsr
THE_REVIEW,Reproduction files for: A Source of Bias in Public Opinion Stability,26/07/2013,2013,apsr
THE_REVIEW,Quality Over Quantity: Amici Influence and Judicial Decision Making,14/07/2013,2013,apsr
